"date","time","temperature_C","conductivity_mScm","salinity_psu","depth_m","pH","turbitiy_ntu","chlorophyl_mgL","dissolved_oxygen_mgL"
"07/27/17","09:00:03","29.75","0.18","0.08","0.035","7.19","14.1",21.8,"5.21"
"07/27/17","09:00:14","29.75","0.18","0.08","0.039","7.18","14.9",22,"5.21"
"07/27/17","09:00:13","29.75","0.18","0.08","0.042","7.18","14.9",22,"5.21"
"07/27/17","09:00:09","29.75","0.18","0.08","0.044","7.19","14.9",22.3,"5.21"
"07/27/17","09:00:11","29.75","0.18","0.08","0.045","7.19","14.9",22.1,"5.21"
"07/27/17","09:00:08","29.75","0.18","0.08","0.046","7.19","14.8",22.4,"5.21"
"07/27/17","09:00:10","29.75","0.18","0.08","0.046","7.19","14.9",22.2,"5.21"
"07/27/17","09:00:12","29.75","0.18","0.08","0.048","7.18","14.9",22,"5.21"
"07/27/17","09:00:07","29.75","0.18","0.08","0.050","7.19","14.8",22.4,"5.21"
"07/27/17","09:00:05","29.75","0.18","0.08","0.051","7.19","14.5",22.2,"5.21"
"07/27/17","09:00:01","29.75","0.18","0.08","0.053","7.19","13.6",21,"5.21"
"07/27/17","09:00:04","29.75","0.18","0.08","0.053","7.19","14.3",22,"5.21"
"07/27/17","09:00:15","29.75","0.18","0.08","0.053","7.18","14.9",22,"5.21"
"07/27/17","09:00:02","29.75","0.18","0.08","0.054","7.19","13.9",21.4,"5.21"
"07/27/17","09:00:06","29.75","0.18","0.08","0.056","7.19","14.7",22.4,"5.21"
"07/27/17","09:00:16","29.75","0.18","0.08","0.068","7.19","15.0",22.2,"5.21"
"07/27/17","09:00:17","29.75","0.18","0.08","0.078","7.19","15.0",22.3,"5.21"
"07/27/17","09:00:18","29.75","0.18","0.08","0.099","7.19","15.1",22.6,"5.21"
"07/27/17","09:30:14","29.81","0.18","0.08","0.046","7.24","14.5",20.6,"5.35"
"07/27/17","09:30:13","29.81","0.18","0.08","0.049","7.24","14.5",20.9,"5.35"
"07/27/17","09:30:16","29.81","0.18","0.08","0.050","7.24","14.3",20.4,"5.36"
"07/27/17","09:30:15","29.81","0.18","0.08","0.055","7.24","14.4",20.5,"5.36"
"07/27/17","09:30:02","29.81","0.18","0.08","0.056","7.24","13.9",21.2,"5.35"
"07/27/17","09:30:06","29.82","0.18","0.08","0.056","7.24","14.2",22.1,"5.35"
"07/27/17","09:30:07","29.81","0.18","0.08","0.056","7.24","14.3",22.1,"5.35"
"07/27/17","09:30:09","29.81","0.18","0.08","0.056","7.25","14.4",21.8,"5.35"
"07/27/17","09:30:08","29.81","0.18","0.08","0.057","7.25","14.4",22,"5.35"
"07/27/17","09:30:10","29.82","0.18","0.08","0.058","7.25","14.5",21.6,"5.35"
"07/27/17","09:30:05","29.81","0.18","0.08","0.065","7.24","14.1",22,"5.35"
"07/27/17","09:30:03","29.82","0.18","0.08","0.067","7.24","14.0",21.5,"5.35"
"07/27/17","09:30:04","29.82","0.18","0.08","0.070","7.24","14.1",21.8,"5.35"
"07/27/17","09:30:11","29.81","0.18","0.08","0.071","7.24","14.5",21.4,"5.35"
"07/27/17","09:30:12","29.82","0.18","0.08","0.071","7.24","14.5",21.1,"5.35"
"07/27/17","09:30:17","29.81","0.18","0.08","0.083","7.24","14.2",20.3,"5.36"
"07/27/17","10:00:12","30.00","0.18","0.08","0.064","7.35","13.7",25.2,"6.10"
"07/27/17","10:00:13","30.00","0.18","0.08","0.065","7.35","13.6",24.7,"6.10"
"07/27/17","10:00:11","30.00","0.18","0.08","0.068","7.35","13.7",25.7,"6.10"
"07/27/17","10:00:10","30.00","0.18","0.08","0.070","7.35","13.7",26,"6.10"
"07/27/17","10:00:00","29.99","0.18","0.08","0.072","7.33","12.0",20.8,"6.11"
"07/27/17","10:00:01","29.99","0.18","0.08","0.072","7.33","12.3",21.8,"6.11"
"07/27/17","10:00:02","29.99","0.18","0.08","0.072","7.33","12.5",22.8,"6.11"
"07/27/17","10:00:07","30.00","0.18","0.08","0.074","7.35","13.5",26.1,"6.10"
"07/27/17","10:00:06","30.00","0.18","0.08","0.075","7.34","13.3",25.8,"6.10"
"07/27/17","10:00:15","30.00","0.18","0.08","0.075","7.35","13.5",23.8,"6.10"
"07/27/17","10:00:08","30.00","0.18","0.08","0.077","7.35","13.6",26.2,"6.10"
"07/27/17","10:00:09","30.00","0.18","0.08","0.077","7.35","13.6",26.2,"6.10"
"07/27/17","10:00:14","30.00","0.18","0.08","0.079","7.35","13.6",24.2,"6.10"
"07/27/17","10:00:04","30.00","0.18","0.08","0.081","7.34","12.9",24.6,"6.11"
"07/27/17","10:00:03","29.99","0.18","0.08","0.082","7.33","12.7",23.8,"6.11"
"07/27/17","10:00:05","30.00","0.18","0.08","0.085","7.34","13.1",25.3,"6.10"
"07/27/17","10:00:16","30.00","0.18","0.08","0.093","7.34","13.4",23.3,"6.10"
"07/27/17","10:30:04","30.14","0.18","0.08","0.046","7.43","11.8",23.3,"6.41"
"07/27/17","10:30:10","30.15","0.18","0.08","0.049","7.44","11.4",23.9,"6.42"
"07/27/17","10:30:05","30.14","0.18","0.08","0.051","7.43","11.8",23.2,"6.41"
"07/27/17","10:30:12","30.15","0.18","0.08","0.052","7.44","11.3",24.7,"6.43"
"07/27/17","10:30:13","30.15","0.18","0.08","0.055","7.44","11.3",25.1,"6.43"
"07/27/17","10:30:14","30.15","0.18","0.08","0.055","7.45","11.3",25.5,"6.43"
"07/27/17","10:30:02","30.14","0.18","0.08","0.056","7.43","12.0",23.8,"6.41"
"07/27/17","10:30:17","30.15","0.18","0.08","0.056","7.44","11.3",26.6,"6.44"
"07/27/17","10:30:09","30.14","0.18","0.08","0.058","7.44","11.5",23.6,"6.42"
"07/27/17","10:30:15","30.15","0.18","0.08","0.059","7.45","11.3",25.9,"6.44"
"07/27/17","10:30:07","30.14","0.18","0.08","0.060","7.43","11.6",23.2,"6.41"
"07/27/17","10:30:08","30.14","0.18","0.08","0.060","7.43","11.5",23.3,"6.42"
"07/27/17","10:30:11","30.15","0.18","0.08","0.061","7.44","11.4",24.3,"6.43"
"07/27/17","10:30:06","30.14","0.18","0.08","0.063","7.43","11.7",23.2,"6.41"
"07/27/17","10:30:03","30.14","0.18","0.08","0.064","7.43","11.9",23.5,"6.41"
"07/27/17","10:30:16","30.15","0.18","0.08","0.066","7.44","11.3",26.3,"6.44"
"07/27/17","10:30:18","30.15","0.18","0.08","0.079","7.44","11.3",26.8,"6.44"
"07/27/17","11:00:05","30.40","0.18","0.08","0.051","7.55","9.9",23.3,"6.80"
"07/27/17","11:00:02","30.40","0.18","0.08","0.057","7.55","10.0",22.6,"6.80"
"07/27/17","11:00:06","30.40","0.18","0.08","0.059","7.56","9.9",23.5,"6.80"
"07/27/17","11:00:12","30.40","0.18","0.08","0.059","7.56","10.1",23.9,"6.80"
"07/27/17","11:00:09","30.39","0.18","0.08","0.060","7.55","10.0",23.8,"6.81"
"07/27/17","11:00:15","30.41","0.18","0.08","0.063","7.56","10.3",23.8,"6.80"
"07/27/17","11:00:13","30.40","0.18","0.08","0.065","7.56","10.2",23.9,"6.80"
"07/27/17","11:00:03","30.40","0.18","0.08","0.066","7.55","10.0",22.8,"6.80"
"07/27/17","11:00:04","30.40","0.18","0.08","0.066","7.55","9.9",23.1,"6.80"
"07/27/17","11:00:16","30.41","0.18","0.08","0.067","7.56","10.3",23.8,"6.80"
"07/27/17","11:00:07","30.40","0.18","0.08","0.071","7.56","9.9",23.6,"6.80"
"07/27/17","11:00:08","30.40","0.18","0.08","0.071","7.56","9.9",23.8,"6.81"
"07/27/17","11:00:11","30.40","0.18","0.08","0.072","7.56","10.1",23.9,"6.80"
"07/27/17","11:00:10","30.40","0.18","0.08","0.073","7.55","10.0",23.9,"6.80"
"07/27/17","11:00:14","30.40","0.18","0.08","0.082","7.56","10.2",23.8,"6.80"
"07/27/17","11:00:17","30.42","0.18","0.08","0.082","7.55","10.4",23.7,"6.80"
"07/27/17","11:00:18","30.42","0.18","0.08","0.098","7.54","10.4",23.7,"6.80"
"07/27/17","11:30:09","30.58","0.18","0.08","0.030","7.71","10.6",24.9,"7.13"
"07/27/17","11:30:12","30.58","0.18","0.08","0.034","7.71","10.5",25.7,"7.13"
"07/27/17","11:30:08","30.58","0.18","0.08","0.035","7.70","10.5",24.6,"7.13"
"07/27/17","11:30:15","30.58","0.18","0.08","0.035","7.72","10.2",26.1,"7.13"
"07/27/17","11:30:06","30.58","0.18","0.08","0.039","7.70","10.3",24,"7.13"
"07/27/17","11:30:07","30.58","0.18","0.08","0.039","7.70","10.4",24.3,"7.13"
"07/27/17","11:30:16","30.58","0.18","0.08","0.040","7.72","10.1",26.1,"7.13"
"07/27/17","11:30:05","30.58","0.18","0.08","0.044","7.70","10.1",23.7,"7.13"
"07/27/17","11:30:03","30.58","0.18","0.08","0.045","7.70","9.7",23.1,"7.13"
"07/27/17","11:30:04","30.58","0.18","0.08","0.045","7.70","9.9",23.4,"7.13"
"07/27/17","11:30:10","30.58","0.18","0.08","0.045","7.71","10.6",25.2,"7.13"
"07/27/17","11:30:14","30.58","0.18","0.08","0.045","7.72","10.3",26,"7.13"
"07/27/17","11:30:11","30.58","0.18","0.08","0.046","7.71","10.5",25.5,"7.13"
"07/27/17","11:30:02","30.58","0.18","0.08","0.048","7.69","9.5",22.9,"7.13"
"07/27/17","11:30:13","30.58","0.18","0.08","0.051","7.71","10.4",25.9,"7.13"
"07/27/17","11:30:17","30.58","0.18","0.08","0.056","7.72","10.0",26,"7.13"
"07/27/17","11:30:18","30.58","0.18","0.08","0.070","7.72","9.9",25.9,"7.13"
"07/27/17","11:30:19","30.58","0.18","0.08","0.093","7.72","9.9",25.8,"7.13"
"07/27/17","12:00:07","30.57","0.18","0.08","0.052","7.66","10.2",24.4,"7.15"
"07/27/17","12:00:14","30.57","0.18","0.08","0.052","7.67","10.5",24.5,"7.16"
"07/27/17","12:00:01","30.57","0.18","0.08","0.053","7.67","10.3",29,"7.15"
"07/27/17","12:00:13","30.57","0.18","0.08","0.054","7.67","10.4",24.2,"7.16"
"07/27/17","12:00:06","30.57","0.18","0.08","0.056","7.66","10.2",24.9,"7.15"
"07/27/17","12:00:02","30.57","0.18","0.08","0.057","7.67","10.3",28,"7.15"
"07/27/17","12:00:08","30.57","0.18","0.08","0.059","7.66","10.3",24.1,"7.15"
"07/27/17","12:00:12","30.57","0.18","0.08","0.062","7.67","10.4",24,"7.16"
"07/27/17","12:00:17","30.56","0.18","0.08","0.062","7.67","10.5",25.3,"7.17"
"07/27/17","12:00:15","30.57","0.18","0.08","0.063","7.67","10.5",24.7,"7.16"
"07/27/17","12:00:16","30.57","0.18","0.08","0.068","7.67","10.5",25,"7.17"
"07/27/17","12:00:03","30.57","0.18","0.08","0.070","7.66","10.3",27.1,"7.15"
"07/27/17","12:00:11","30.57","0.18","0.08","0.071","7.67","10.4",23.8,"7.16"
"07/27/17","12:00:09","30.57","0.18","0.08","0.073","7.67","10.3",23.9,"7.16"
"07/27/17","12:00:05","30.57","0.18","0.08","0.074","7.67","10.2",25.5,"7.15"
"07/27/17","12:00:10","30.57","0.18","0.08","0.076","7.67","10.3",23.8,"7.16"
"07/27/17","12:00:04","30.57","0.18","0.08","0.084","7.66","10.2",26.3,"7.15"
"07/27/17","12:00:18","30.56","0.18","0.08","0.086","7.67","10.5",25.5,"7.18"
"07/27/17","12:30:09","30.57","0.18","0.08","0.037","7.70","10.3",25.1,"7.23"
"07/27/17","12:30:08","30.57","0.18","0.08","0.041","7.70","10.3",25.4,"7.23"
"07/27/17","12:30:11","30.57","0.18","0.08","0.048","7.70","10.3",25,"7.23"
"07/27/17","12:30:01","30.57","0.18","0.08","0.052","7.71","9.6",35.6,"7.23"
"07/27/17","12:30:03","30.57","0.18","0.08","0.052","7.71","9.9",31.6,"7.23"
"07/27/17","12:30:07","30.56","0.18","0.08","0.052","7.70","10.3",26.1,"7.23"
"07/27/17","12:30:02","30.57","0.18","0.08","0.053","7.71","9.8",33.5,"7.23"
"07/27/17","12:30:10","30.57","0.18","0.08","0.053","7.70","10.3",24.9,"7.23"
"07/27/17","12:30:04","30.56","0.18","0.08","0.054","7.70","10.0",29.8,"7.23"
"07/27/17","12:30:06","30.56","0.18","0.08","0.054","7.70","10.2",27.1,"7.23"
"07/27/17","12:30:16","30.57","0.18","0.08","0.054","7.70","10.1",26.3,"7.23"
"07/27/17","12:30:12","30.57","0.18","0.08","0.056","7.70","10.2",25.1,"7.23"
"07/27/17","12:30:13","30.57","0.18","0.08","0.056","7.70","10.2",25.4,"7.23"
"07/27/17","12:30:05","30.57","0.18","0.08","0.059","7.70","10.1",28.3,"7.23"
"07/27/17","12:30:14","30.56","0.18","0.08","0.059","7.71","10.2",25.8,"7.23"
"07/27/17","12:30:15","30.57","0.18","0.08","0.061","7.70","10.1",26.1,"7.23"
"07/27/17","12:30:17","30.57","0.18","0.08","0.074","7.71","10.1",26.6,"7.23"
"07/27/17","13:00:14","30.55","0.18","0.08","0.039","7.69","10.7",25.5,"7.22"
"07/27/17","13:00:07","30.56","0.18","0.08","0.044","7.68","10.4",26,"7.22"
"07/27/17","13:00:08","30.55","0.18","0.08","0.044","7.69","10.5",26,"7.22"
"07/27/17","13:00:01","30.54","0.18","0.08","0.050","7.69","10.4",25.2,"7.22"
"07/27/17","13:00:02","30.55","0.18","0.08","0.050","7.69","10.4",25.5,"7.22"
"07/27/17","13:00:06","30.56","0.18","0.08","0.051","7.68","10.4",26,"7.22"
"07/27/17","13:00:09","30.55","0.18","0.08","0.051","7.69","10.5",26,"7.22"
"07/27/17","13:00:04","30.55","0.18","0.08","0.052","7.69","10.4",25.8,"7.22"
"07/27/17","13:00:10","30.55","0.18","0.08","0.053","7.69","10.6",25.9,"7.22"
"07/27/17","13:00:03","30.55","0.18","0.08","0.055","7.69","10.4",25.7,"7.22"
"07/27/17","13:00:12","30.55","0.18","0.08","0.055","7.68","10.7",25.7,"7.22"
"07/27/17","13:00:16","30.56","0.18","0.08","0.056","7.69","10.7",25.4,"7.22"
"07/27/17","13:00:15","30.56","0.18","0.08","0.061","7.69","10.7",25.4,"7.22"
"07/27/17","13:00:11","30.55","0.18","0.08","0.065","7.69","10.6",25.8,"7.22"
"07/27/17","13:00:05","30.55","0.18","0.08","0.068","7.69","10.4",25.9,"7.22"
"07/27/17","13:00:13","30.55","0.18","0.08","0.068","7.69","10.7",25.6,"7.22"
"07/27/17","13:00:17","30.56","0.18","0.08","0.072","7.69","10.7",25.3,"7.22"
"07/27/17","13:00:18","30.57","0.18","0.08","0.093","7.69","10.6",25.2,"7.22"
"07/27/17","13:00:19","30.57","0.18","0.08","0.100","7.68","10.6",25.2,"7.22"
"07/27/17","13:30:04","30.57","0.18","0.08","0.050","7.73","10.2",22.5,"7.22"
"07/27/17","13:30:14","30.55","0.18","0.08","0.053","7.73","10.4",24.2,"7.22"
"07/27/17","13:30:05","30.56","0.18","0.08","0.056","7.73","10.2",22.9,"7.22"
"07/27/17","13:30:16","30.55","0.18","0.08","0.056","7.72","10.5",24.1,"7.22"
"07/27/17","13:30:13","30.55","0.18","0.08","0.057","7.73","10.4",24.2,"7.22"
"07/27/17","13:30:09","30.56","0.18","0.08","0.059","7.73","10.3",23.9,"7.22"
"07/27/17","13:30:10","30.56","0.18","0.08","0.059","7.73","10.3",24,"7.22"
"07/27/17","13:30:08","30.56","0.18","0.08","0.061","7.73","10.3",23.7,"7.22"
"07/27/17","13:30:17","30.55","0.18","0.08","0.062","7.71","10.5",24.1,"7.22"
"07/27/17","13:30:07","30.56","0.18","0.08","0.063","7.73","10.2",23.4,"7.22"
"07/27/17","13:30:11","30.56","0.18","0.08","0.063","7.73","10.3",24.1,"7.22"
"07/27/17","13:30:12","30.55","0.18","0.08","0.063","7.73","10.4",24.1,"7.22"
"07/27/17","13:30:06","30.56","0.18","0.08","0.066","7.73","10.2",23.2,"7.22"
"07/27/17","13:30:15","30.55","0.18","0.08","0.066","7.72","10.5",24.1,"7.22"
"07/27/17","13:30:18","30.55","0.18","0.08","0.067","7.71","10.6",24.1,"7.22"
"07/27/17","13:30:19","30.55","0.18","0.08","0.083","7.72","10.6",24.1,"7.22"
"07/27/17","14:00:06","30.51","0.18","0.08","0.054","7.65","10.1",24.2,"7.08"
"07/27/17","14:00:13","30.52","0.18","0.08","0.054","7.65","10.2",24.9,"7.08"
"07/27/17","14:00:15","30.52","0.18","0.08","0.057","7.64","10.2",24.3,"7.08"
"07/27/17","14:00:08","30.52","0.18","0.08","0.058","7.66","10.1",25.3,"7.08"
"07/27/17","14:00:04","30.51","0.18","0.08","0.060","7.65","10.1",22.3,"7.08"
"07/27/17","14:00:02","30.51","0.18","0.08","0.062","7.65","10.1",19.7,"7.08"
"07/27/17","14:00:12","30.52","0.18","0.08","0.062","7.66","10.2",25.2,"7.08"
"07/27/17","14:00:11","30.52","0.18","0.08","0.063","7.66","10.1",25.4,"7.08"
"07/27/17","14:00:07","30.52","0.18","0.08","0.064","7.66","10.1",24.9,"7.08"
"07/27/17","14:00:05","30.51","0.18","0.08","0.066","7.65","10.1",23.4,"7.08"
"07/27/17","14:00:14","30.52","0.18","0.08","0.067","7.64","10.2",24.6,"7.08"
"07/27/17","14:00:10","30.52","0.18","0.08","0.068","7.66","10.1",25.5,"7.08"
"07/27/17","14:00:09","30.52","0.18","0.08","0.069","7.66","10.1",25.5,"7.08"
"07/27/17","14:00:03","30.51","0.18","0.08","0.070","7.65","10.1",21.1,"7.08"
"07/27/17","14:00:01","30.51","0.18","0.08","0.073","7.65","10.1",18.2,"7.08"
"07/27/17","14:00:16","30.52","0.18","0.08","0.079","7.64","10.3",24,"7.09"
"07/27/17","14:00:17","30.52","0.18","0.08","0.095","7.64","10.3",23.8,"7.08"
"07/27/17","14:30:09","30.46","0.18","0.08","0.037","7.56","10.5",21.1,"6.93"
"07/27/17","14:30:01","30.45","0.18","0.08","0.038","7.58","10.6",23,"6.93"
"07/27/17","14:30:04","30.46","0.18","0.08","0.039","7.56","10.5",22,"6.93"
"07/27/17","14:30:07","30.46","0.18","0.08","0.042","7.56","10.5",21.3,"6.93"
"07/27/17","14:30:03","30.46","0.18","0.08","0.044","7.57","10.6",22.4,"6.93"
"07/27/17","14:30:10","30.46","0.18","0.08","0.044","7.56","10.5",21.1,"6.93"
"07/27/17","14:30:02","30.45","0.18","0.08","0.051","7.57","10.6",22.7,"6.93"
"07/27/17","14:30:05","30.46","0.18","0.08","0.051","7.56","10.5",21.7,"6.93"
"07/27/17","14:30:06","30.46","0.18","0.08","0.051","7.56","10.5",21.5,"6.93"
"07/27/17","14:30:08","30.46","0.18","0.08","0.053","7.57","10.5",21.2,"6.93"
"07/27/17","14:30:11","30.46","0.18","0.08","0.058","7.57","10.5",21.2,"6.93"
"07/27/17","14:30:13","30.46","0.18","0.08","0.060","7.58","10.6",21.5,"6.93"
"07/27/17","14:30:12","30.46","0.18","0.08","0.061","7.57","10.6",21.3,"6.93"
"07/27/17","14:30:14","30.46","0.18","0.08","0.061","7.58","10.7",21.7,"6.93"
"07/27/17","14:30:16","30.46","0.18","0.08","0.061","7.58","10.8",22.2,"6.93"
"07/27/17","14:30:15","30.46","0.18","0.08","0.065","7.58","10.7",22,"6.93"
"07/27/17","14:30:17","30.46","0.18","0.08","0.078","7.58","10.8",22.5,"6.93"
"07/27/17","14:30:18","30.46","0.18","0.08","0.093","7.58","10.8",22.7,"6.93"
"07/28/17","09:00:15","30.03","0.18","0.08","0.058","7.23","13.1",20.2,"5.66"
"07/28/17","09:00:04","30.02","0.18","0.08","0.059","7.25","12.1",26.2,"5.67"
"07/28/17","09:00:06","30.02","0.18","0.08","0.059","7.25","12.7",24.1,"5.67"
"07/28/17","09:00:13","30.03","0.18","0.08","0.059","7.22","13.2",20.2,"5.67"
"07/28/17","09:00:11","30.02","0.18","0.08","0.061","7.23","13.3",20.7,"5.67"
"07/28/17","09:00:12","30.03","0.18","0.08","0.061","7.22","13.3",20.4,"5.67"
"07/28/17","09:00:07","30.02","0.18","0.08","0.063","7.24","12.9",23.1,"5.67"
"07/28/17","09:00:08","30.02","0.18","0.08","0.063","7.24","13.1",22.3,"5.67"
"07/28/17","09:00:02","30.02","0.18","0.08","0.064","7.25","11.4",28.7,"5.67"
"07/28/17","09:00:03","30.02","0.18","0.08","0.066","7.25","11.8",27.5,"5.67"
"07/28/17","09:00:05","30.02","0.18","0.08","0.067","7.25","12.4",25.1,"5.67"
"07/28/17","09:00:14","30.03","0.18","0.08","0.068","7.23","13.2",20.2,"5.67"
"07/28/17","09:00:10","30.02","0.18","0.08","0.069","7.23","13.3",21.1,"5.67"
"07/28/17","09:00:09","30.02","0.18","0.08","0.072","7.24","13.2",21.7,"5.67"
"07/28/17","09:00:16","30.03","0.18","0.08","0.077","7.23","13.0",20.2,"5.66"
"07/28/17","09:00:17","30.02","0.18","0.08","0.080","7.23","13.0",20.4,"5.66"
"07/28/17","09:00:18","30.02","0.18","0.08","0.097","7.23","12.9",20.6,"5.66"
"07/28/17","09:30:05","30.18","0.18","0.08","0.021","7.31","12.7",22.3,"5.94"
"07/28/17","09:30:06","30.17","0.18","0.08","0.025","7.30","12.6",22.5,"5.94"
"07/28/17","09:30:02","30.18","0.18","0.08","0.033","7.31","12.9",21.3,"5.94"
"07/28/17","09:30:07","30.17","0.18","0.08","0.036","7.30","12.5",22.7,"5.94"
"07/28/17","09:30:14","30.17","0.18","0.08","0.038","7.31","12.2",23.2,"5.95"
"07/28/17","09:30:12","30.17","0.18","0.08","0.039","7.30","12.2",23.1,"5.94"
"07/28/17","09:30:04","30.18","0.18","0.08","0.041","7.31","12.8",22,"5.94"
"07/28/17","09:30:11","30.17","0.18","0.08","0.041","7.30","12.3",23.1,"5.94"
"07/28/17","09:30:15","30.17","0.18","0.08","0.041","7.31","12.3",23.3,"5.95"
"07/28/17","09:30:09","30.17","0.18","0.08","0.042","7.30","12.4",23,"5.94"
"07/28/17","09:30:08","30.17","0.18","0.08","0.043","7.30","12.4",22.9,"5.94"
"07/28/17","09:30:13","30.17","0.18","0.08","0.043","7.30","12.2",23.2,"5.94"
"07/28/17","09:30:01","30.18","0.18","0.08","0.045","7.31","13.0",20.8,"5.94"
"07/28/17","09:30:10","30.17","0.18","0.08","0.045","7.30","12.3",23,"5.94"
"07/28/17","09:30:03","30.18","0.18","0.08","0.050","7.31","12.9",21.6,"5.94"
"07/28/17","09:30:16","30.17","0.18","0.08","0.052","7.31","12.3",23.3,"5.95"
"07/28/17","09:30:17","30.17","0.18","0.08","0.077","7.31","12.4",23.4,"5.95"
"07/28/17","09:30:18","30.17","0.18","0.08","0.093","7.31","12.5",23.5,"5.95"
"07/28/17","10:00:02","30.39","0.18","0.08","0.052","7.71","12.9",23.1,"7.42"
"07/28/17","10:00:04","30.39","0.18","0.08","0.052","7.71","12.6",22.9,"7.42"
"07/28/17","10:00:10","30.39","0.18","0.08","0.054","7.71","12.4",23.2,"7.43"
"07/28/17","10:00:08","30.39","0.18","0.08","0.057","7.71","12.4",23,"7.42"
"07/28/17","10:00:15","30.38","0.18","0.08","0.058","7.71","12.6",23.5,"7.42"
"07/28/17","10:00:11","30.39","0.18","0.08","0.059","7.71","12.5",23.3,"7.43"
"07/28/17","10:00:14","30.38","0.18","0.08","0.059","7.71","12.6",23.5,"7.42"
"07/28/17","10:00:09","30.39","0.18","0.08","0.060","7.71","12.4",23.1,"7.42"
"07/28/17","10:00:01","30.39","0.18","0.08","0.061","7.71","13.0",23.3,"7.42"
"07/28/17","10:00:06","30.39","0.18","0.08","0.061","7.71","12.5",22.9,"7.42"
"07/28/17","10:00:05","30.39","0.18","0.08","0.062","7.71","12.5",22.9,"7.42"
"07/28/17","10:00:12","30.38","0.18","0.08","0.066","7.71","12.5",23.4,"7.42"
"07/28/17","10:00:13","30.38","0.18","0.08","0.067","7.71","12.6",23.4,"7.42"
"07/28/17","10:00:07","30.39","0.18","0.08","0.068","7.71","12.4",22.9,"7.42"
"07/28/17","10:00:03","30.39","0.18","0.08","0.069","7.71","12.7",23,"7.42"
"07/28/17","10:00:16","30.38","0.18","0.08","0.073","7.71","12.7",23.4,"7.41"
"07/28/17","10:00:17","30.37","0.18","0.08","0.100","7.71","12.7",23.4,"7.41"
"07/28/17","10:30:08","30.17","0.18","0.08","0.010","7.39","12.1",24.5,"6.59"
"07/28/17","10:30:01","30.17","0.18","0.08","0.021","7.41","11.3",19.8,"6.60"
"07/28/17","10:30:11","30.17","0.18","0.08","0.023","7.38","12.2",24.1,"6.59"
"07/28/17","10:30:14","30.17","0.18","0.08","0.025","7.37","12.2",23.1,"6.59"
"07/28/17","10:30:04","30.17","0.18","0.08","0.027","7.40","11.8",22.7,"6.60"
"07/28/17","10:30:10","30.17","0.18","0.08","0.029","7.38","12.2",24.3,"6.59"
"07/28/17","10:30:12","30.16","0.18","0.08","0.029","7.37","12.2",23.8,"6.59"
"07/28/17","10:30:02","30.17","0.18","0.08","0.035","7.41","11.5",20.9,"6.60"
"07/28/17","10:30:15","30.16","0.18","0.08","0.035","7.38","12.2",22.9,"6.59"
"07/28/17","10:30:03","30.17","0.18","0.08","0.037","7.41","11.6",21.9,"6.60"
"07/28/17","10:30:06","30.17","0.18","0.08","0.037","7.39","12.0",24,"6.59"
"07/28/17","10:30:13","30.16","0.18","0.08","0.039","7.37","12.2",23.4,"6.59"
"07/28/17","10:30:05","30.17","0.18","0.08","0.041","7.40","11.9",23.5,"6.60"
"07/28/17","10:30:07","30.17","0.18","0.08","0.042","7.39","12.1",24.4,"6.59"
"07/28/17","10:30:16","30.16","0.18","0.08","0.042","7.39","12.2",22.7,"6.59"
"07/28/17","10:30:09","30.17","0.18","0.08","0.053","7.38","12.2",24.5,"6.59"
"07/28/17","10:30:17","30.16","0.18","0.08","0.064","7.39","12.2",22.6,"6.59"
"07/28/17","10:30:18","30.16","0.18","0.08","0.079","7.39","12.2",22.7,"6.59"
"07/28/17","10:30:19","30.16","0.18","0.08","0.100","7.40","12.2",22.8,"6.59"
"07/28/17","11:00:10","30.47","0.18","0.08","0.059","7.67","11.7",23,"7.39"
"07/28/17","11:00:13","30.46","0.18","0.08","0.062","7.68","11.8",23.5,"7.39"
"07/28/17","11:00:04","30.47","0.18","0.08","0.065","7.66","12.2",26.5,"7.39"
"07/28/17","11:00:05","30.47","0.18","0.08","0.066","7.66","12.1",25.5,"7.39"
"07/28/17","11:00:14","30.46","0.18","0.08","0.066","7.68","11.9",23.9,"7.39"
"07/28/17","11:00:09","30.47","0.18","0.08","0.067","7.67","11.7",23.2,"7.39"
"07/28/17","11:00:12","30.46","0.18","0.08","0.067","7.67","11.8",23.2,"7.39"
"07/28/17","11:00:06","30.47","0.18","0.08","0.068","7.67","11.9",24.7,"7.39"
"07/28/17","11:00:11","30.46","0.18","0.08","0.068","7.67","11.7",23,"7.39"
"07/28/17","11:00:02","30.47","0.18","0.08","0.069","7.66","12.6",28.6,"7.39"
"07/28/17","11:00:08","30.47","0.18","0.08","0.069","7.67","11.8",23.5,"7.39"
"07/28/17","11:00:03","30.47","0.18","0.08","0.070","7.66","12.4",27.5,"7.39"
"07/28/17","11:00:15","30.46","0.18","0.08","0.070","7.68","12.0",24.3,"7.39"
"07/28/17","11:00:01","30.46","0.18","0.08","0.073","7.66","12.8",29.7,"7.39"
"07/28/17","11:00:07","30.47","0.18","0.08","0.076","7.66","11.8",24,"7.39"
"07/28/17","11:00:16","30.46","0.18","0.08","0.081","7.68","12.0",24.8,"7.39"
"07/28/17","11:00:17","30.46","0.18","0.08","0.091","7.68","12.1",25.3,"7.39"
"07/28/17","11:30:07","30.41","0.18","0.08","0.040","7.49","11.1",22.5,"7.00"
